bonus|defPlayer1|defPlayersOnCourt|defTeam|gameEvent|gameId|gameType|isCharge|isPutback|neutralFloor|offPlayer1|offPlayer2|offPlayersOnCourt|offTeam|segment|shotType|shotValue|team0|team1|turnoverType|valueToAdd|violationType|x|y
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629004||1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||||-8|26
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MADE|1|time||false|false|1629004|1630551|1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||2||-8|26
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1630227||1628021,1629645,1630227,1630224,1630528|1610612745||CORNER_3|3|1610612761|1610612745||||234|46
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MADE|1|time||false|false|1630227|1630224|1628021,1629645,1630227,1630224,1630528|1610612745||CORNER_3|3|1610612761|1610612745||3||234|46
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||||-117|143
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MADE|1|time||false|false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||2||-117|143
||1627783,1629018,1630551,1629004,1630625|1610612761|TURNOVER|1|time|||false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745|OFFENSIVE_GOALTENDING|1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629004||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||||1|157
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MADE|1|time||false|false|1629004||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||2||1|157
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||true|false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||-11|-5
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MISS|1|time|||false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||-11|-5
|1630551|1627783,1629018,1630551,1629004,1630625|1610612761|2FG_BLOCK|1|time|||false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745|||2|1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||-18|22
|1630625|1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MADE_FOUL|1|time||false|false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745|1|AT_RIM|2|1610612761|1610612745||2||-18|22
||1627783,1629018,1630551,1629004,1630625|1610612761|FREE_THROW|1|time|||false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||0|||
|1630551|1627783,1629018,1630551,1629004,1630625|1610612761|DEFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745|||||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||||0|21
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||||0|21
|1630227|1628021,1629645,1630227,1630224,1630528|1610612745|DEFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||true|false|1630528||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||25|5
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MISS|1|time|||false|1630528||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||25|5
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1628021||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-11|209
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MISS|1|time|||false|1628021||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-11|209
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||LONG_MID_RANGE|2|1610612761|1610612745||||172|43
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MISS|1|time|||false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||LONG_MID_RANGE|2|1610612761|1610612745||||172|43
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1628021||1628021,1629645,1630227,1630224,1630528|1610612745||LONG_MID_RANGE|2|1610612761|1610612745||||-58|145
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MISS|1|time|||false|1628021||1628021,1629645,1630227,1630224,1630528|1610612745||LONG_MID_RANGE|2|1610612761|1610612745||||-58|145
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
|1630625|1627783,1629018,1630551,1629004,1630625|1610612761|STEAL|1|time|||false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745|LOST_BALL|1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||34|24
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||34|24
|1630528|1628021,1629645,1630227,1630224,1630528|1610612745|DEFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1630528||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||-25|-6
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MADE|1|time||false|false|1630528||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||2||-25|-6
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-78|117
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-78|117
|1630227|1628021,1629645,1630227,1630224,1630528|1610612745|2FG_BLOCK|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761|||2|1610612761|1610612745||1|||
|1629645|1628021,1629645,1630227,1630224,1630528|1610612745|DEFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||SHORT_MID_RANGE|2|1610612761|1610612745||||-49|23
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MADE|1|time||false|false|1629645|1630227|1628021,1629645,1630227,1630224,1630528|1610612745||SHORT_MID_RANGE|2|1610612761|1610612745||2||-49|23
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_ATTEMPT|1|time||false|false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||53|104
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_MADE|1|time||false|false|1630551|1629018|1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||3||53|104
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||3|21
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MISS|1|time|||false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||3|21
|1627783|1627783,1629018,1630551,1629004,1630625|1610612761|2FG_BLOCK|1|time|||false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745|||2|1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1630227||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||8|20
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MADE|1|time||false|false|1630227|1629645|1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||2||8|20
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||||-22|10
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MADE|1|time||false|false|1629018|1627783|1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||2||-22|10
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_FOUL|1|time|false||false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745|||||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||||-96|170
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||||-96|170
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|TURNOVER|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745|LOST_BALL_OUT_OF_BOUNDS|1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|TURNOVER|1|time|||false|1630528||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745|STEP_OUT_OF_BOUNDS|1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-12|90
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MADE|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||2||-12|90
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1630227||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-11|249
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MISS|1|time|||false|1630227||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-11|249
|1630551|1627783,1629018,1630551,1629004,1630625|1610612761|DEFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||CORNER_3|3|1610612761|1610612745||||-235|37
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_MISS|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||CORNER_3|3|1610612761|1610612745||||-235|37
||1628021,1629645,1630227,1630224,1630528|1610612745|DEFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1628021||1628021,1629645,1630227,1630224,1630528|1610612745||SHORT_MID_RANGE|2|1610612761|1610612745||||-74|59
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MADE|1|time||false|false|1628021||1628021,1629645,1630227,1630224,1630528|1610612745||SHORT_MID_RANGE|2|1610612761|1610612745||2||-74|59
||1628021,1629645,1630227,1630224,1630528|1610612745|TURNOVER|1|time|||false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745|BAD_PASS_OUT_OF_BOUNDS|1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1630528||1628021,1629645,1630227,1630224,1630528|1610612745||SHORT_MID_RANGE|2|1610612761|1610612745||||65|41
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MISS|1|time|||false|1630528||1628021,1629645,1630227,1630224,1630528|1610612745||SHORT_MID_RANGE|2|1610612761|1610612745||||65|41
|1630625|1627783,1629018,1630551,1629004,1630625|1610612761|DEFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_ATTEMPT|1|time||false|false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||231|174
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_MISS|1|time|||false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||231|174
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|TURNOVER|1|time|||false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745|TRAVEL|1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||||18|36
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MADE|1|time||false|false|1629645|1630528|1628021,1629645,1630227,1630224,1630528|1610612745||AT_RIM|2|1610612761|1610612745||2||18|36
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_ATTEMPT|1|time||false|false|1629004||1627783,1629018,1630551,1629004,1630625|1610612761||CORNER_3|3|1610612761|1610612745||||232|16
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_MADE|1|time||false|false|1629004|1629018|1627783,1629018,1630551,1629004,1630625|1610612761||CORNER_3|3|1610612761|1610612745||3||232|16
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1630227||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-209|151
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MISS|1|time|||false|1630227||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-209|151
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1628021||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-138|163
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MISS|1|time|||false|1628021||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-138|163
|1629004|1627783,1629018,1630551,1629004,1630625|1610612761|DEFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|VIOLATION|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745|||DELAY_OF_GAME||
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-127|176
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MADE|1|time||false|false|1630224|1629645|1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||3||-127|176
|1630528|1628021,1629645,1630227,1630224,1630528|1610612745|NON_SHOOTING_DEFENSIVE_FOUL|1|time|||false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761|1|||1610612761|1610612745|||||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||||18|200
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||||18|200
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-9|99
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-9|99
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|TURNOVER|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745|KICKED_BALL|1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_ATTEMPT|1|time||false|false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||LONG_MID_RANGE|2|1610612761|1610612745||||-150|154
||1627783,1629018,1630551,1629004,1630625|1610612761|2FG_MADE|1|time||false|false|1629645||1628021,1629645,1630227,1630224,1630528|1610612745||LONG_MID_RANGE|2|1610612761|1610612745||2||-150|154
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||60|258
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_MISS|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||60|258
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_ATTEMPT|1|time||false|false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||60|226
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_MISS|1|time|||false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||60|226
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
|1630551|1628021,1629645,1630227,1630224,1630528|1610612761|JUMP_BALL|1|time|||false|1630224||1627783,1629018,1630551,1629004,1630625|1610612745||||1610612761|1610612745|||||
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||107|151
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MISS|1|time|||false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||107|151
||1627783,1629018,1630551,1629004,1630625|1610612761|OFFENSIVE_REBOUND|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1630224||1628021,1629645,1630227,1630224,1630528|1610612745||CORNER_3|3|1610612761|1610612745||||-220|26
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MADE|1|time||false|false|1630224|1629645|1628021,1629645,1630227,1630224,1630528|1610612745||CORNER_3|3|1610612761|1610612745||3||-220|26
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_ATTEMPT|1|time||false|false|1630625||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||-20|193
||1628021,1629645,1630227,1630224,1630528|1610612745|3FG_MISS|1|time|||false|1630625||1627783,1629018,1630551,1629004,1630625|1610612761||ARC_3|3|1610612761|1610612745||||-20|193
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-29|22
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-29|22
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
|1629645|1628021,1629645,1630227,1630224,1630528|1610612745|NON_SHOOTING_DEFENSIVE_FOUL|1|time|||false|1629004||1627783,1629018,1630551,1629004,1630625|1610612761|1|||1610612761|1610612745|||||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-2|42
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-2|42
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||||35|36
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||||35|36
|1628021|1628021,1629645,1630227,1630224,1630528|1610612745|2FG_BLOCK|1|time|||false|1630551||1627783,1629018,1630551,1629004,1630625|1610612761|||2|1610612761|1610612745||1|||
|1629645|1628021,1629645,1630227,1630224,1630528|1610612745|DEFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|SEGMENT_END|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761|4|||1610612761|1610612745|||||
||1627783,1629018,1630551,1629004,1630625|1610612761|SEGMENT_START|1|time|||false|||1628021,1629645,1630227,1630224,1630528|1610612745|4|||1610612761|1610612745|||||
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_ATTEMPT|1|time||false|false|1630227||1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||||-106|225
||1627783,1629018,1630551,1629004,1630625|1610612761|3FG_MADE|1|time||false|false|1630227|1629645|1628021,1629645,1630227,1630224,1630528|1610612745||ARC_3|3|1610612761|1610612745||3||-106|225
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||||-20|4
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||AT_RIM|2|1610612761|1610612745||||-20|4
|1630528|1628021,1629645,1630227,1630224,1630528|1610612745|2FG_BLOCK|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761|||2|1610612761|1610612745||1|||
|1630224|1628021,1629645,1630227,1630224,1630528|1610612745|DEFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1627783,1629018,1630551,1629004,1630625|1610612761|TURNOVER|1|time|||false|1630227||1628021,1629645,1630227,1630224,1630528|1610612745||||1610612761|1610612745|KICKED_BALL|1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-46|110
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MISS|1|time|||false|1629018||1627783,1629018,1630551,1629004,1630625|1610612761||SHORT_MID_RANGE|2|1610612761|1610612745||||-46|110
||1628021,1629645,1630227,1630224,1630528|1610612745|OFFENSIVE_REBOUND|1|time|||false|||1627783,1629018,1630551,1629004,1630625|1610612761||||1610612761|1610612745||1|||
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_ATTEMPT|1|time||false|false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||||-144|116
||1628021,1629645,1630227,1630224,1630528|1610612745|2FG_MADE|1|time||false|false|1627783||1627783,1629018,1630551,1629004,1630625|1610612761||LONG_MID_RANGE|2|1610612761|1610612745||2||-144|116
